municipio,trimestre,Sexo,quantidade de gênero
Belém (PA),1º trimestre 2022,Homens,0.0
Belém (PA),1º trimestre 2022,Mulheres,0.0
Belém (PA),2º trimestre 2022,Homens,602.0
Belém (PA),2º trimestre 2022,Mulheres,658.0
Belém (PA),3º trimestre 2022,Homens,587.0
Belém (PA),3º trimestre 2022,Mulheres,677.0
Belém (PA),4º trimestre 2022,Homens,589.0
Belém (PA),4º trimestre 2022,Mulheres,681.0
Belém (PA),1º trimestre 2023,Homens,582.0
Belém (PA),1º trimestre 2023,Mulheres,674.0
Belém (PA),2º trimestre 2023,Homens,578.0
Belém (PA),2º trimestre 2023,Mulheres,694.0
Belém (PA),3º trimestre 2023,Homens,571.0
Belém (PA),3º trimestre 2023,Mulheres,685.0
Belém (PA),4º trimestre 2023,Homens,599.0
Belém (PA),4º trimestre 2023,Mulheres,654.0
Belém (PA),1º trimestre 2024,Homens,591.0
Belém (PA),1º trimestre 2024,Mulheres,674.0
Belém (PA),2º trimestre 2024,Homens,602.0
Belém (PA),2º trimestre 2024,Mulheres,687.0
Belém (PA),3º trimestre 2024,Homens,606.0
Belém (PA),3º trimestre 2024,Mulheres,693.0
Belém (PA),4º trimestre 2024,Homens,620.0
Belém (PA),4º trimestre 2024,Mulheres,680.0
Macapá (AP),1º trimestre 2012,Homens,150.0
Macapá (AP),1º trimestre 2012,Mulheres,153.0
Macapá (AP),2º trimestre 2012,Homens,152.0
Macapá (AP),2º trimestre 2012,Mulheres,157.0
Macapá (AP),3º trimestre 2012,Homens,156.0
Macapá (AP),3º trimestre 2012,Mulheres,160.0
Macapá (AP),4º trimestre 2012,Homens,154.0
Macapá (AP),4º trimestre 2012,Mulheres,158.0
Macapá (AP),1º trimestre 2013,Homens,159.0
Macapá (AP),1º trimestre 2013,Mulheres,160.0
Macapá (AP),2º trimestre 2013,Homens,164.0
Macapá (AP),2º trimestre 2013,Mulheres,165.0
Macapá (AP),3º trimestre 2013,Homens,161.0
Macapá (AP),3º trimestre 2013,Mulheres,165.0
Macapá (AP),4º trimestre 2013,Homens,163.0
Macapá (AP),4º trimestre 2013,Mulheres,168.0
Macapá (AP),1º trimestre 2014,Homens,162.0
Macapá (AP),1º trimestre 2014,Mulheres,173.0
Macapá (AP),2º trimestre 2014,Homens,159.0
Macapá (AP),2º trimestre 2014,Mulheres,173.0
Macapá (AP),3º trimestre 2014,Homens,161.0
Macapá (AP),3º trimestre 2014,Mulheres,176.0
Macapá (AP),4º trimestre 2014,Homens,161.0
Macapá (AP),4º trimestre 2014,Mulheres,173.0
Macapá (AP),1º trimestre 2015,Homens,162.0
Macapá (AP),1º trimestre 2015,Mulheres,172.0
Macapá (AP),2º trimestre 2015,Homens,163.0
Macapá (AP),2º trimestre 2015,Mulheres,174.0
Macapá (AP),3º trimestre 2015,Homens,168.0
Macapá (AP),3º trimestre 2015,Mulheres,174.0
Macapá (AP),4º trimestre 2015,Homens,169.0
Macapá (AP),4º trimestre 2015,Mulheres,172.0
Macapá (AP),1º trimestre 2016,Homens,163.0
Macapá (AP),1º trimestre 2016,Mulheres,176.0
Macapá (AP),2º trimestre 2016,Homens,161.0
Macapá (AP),2º trimestre 2016,Mulheres,181.0
Macapá (AP),3º trimestre 2016,Homens,169.0
Macapá (AP),3º trimestre 2016,Mulheres,185.0
Macapá (AP),4º trimestre 2016,Homens,170.0
Macapá (AP),4º trimestre 2016,Mulheres,188.0
Macapá (AP),1º trimestre 2017,Homens,177.0
Macapá (AP),1º trimestre 2017,Mulheres,187.0
Macapá (AP),2º trimestre 2017,Homens,177.0
Macapá (AP),2º trimestre 2017,Mulheres,183.0
Macapá (AP),3º trimestre 2017,Homens,180.0
Macapá (AP),3º trimestre 2017,Mulheres,184.0
Macapá (AP),4º trimestre 2017,Homens,180.0
Macapá (AP),4º trimestre 2017,Mulheres,181.0
Macapá (AP),1º trimestre 2018,Homens,181.0
Macapá (AP),1º trimestre 2018,Mulheres,183.0
Macapá (AP),2º trimestre 2018,Homens,179.0
Macapá (AP),2º trimestre 2018,Mulheres,188.0
Macapá (AP),3º trimestre 2018,Homens,187.0
Macapá (AP),3º trimestre 2018,Mulheres,189.0
Macapá (AP),4º trimestre 2018,Homens,186.0
Macapá (AP),4º trimestre 2018,Mulheres,189.0
Macapá (AP),1º trimestre 2019,Homens,174.0
Macapá (AP),1º trimestre 2019,Mulheres,194.0
Macapá (AP),2º trimestre 2019,Homens,184.0
Macapá (AP),2º trimestre 2019,Mulheres,199.0
Macapá (AP),3º trimestre 2019,Homens,175.0
Macapá (AP),3º trimestre 2019,Mulheres,203.0
Macapá (AP),4º trimestre 2019,Homens,172.0
Macapá (AP),4º trimestre 2019,Mulheres,202.0
Macapá (AP),1º trimestre 2020,Homens,176.0
Macapá (AP),1º trimestre 2020,Mulheres,204.0
Macapá (AP),2º trimestre 2020,Homens,0.0
Macapá (AP),2º trimestre 2020,Mulheres,0.0
Macapá (AP),3º trimestre 2020,Homens,0.0
Macapá (AP),3º trimestre 2020,Mulheres,0.0
Macapá (AP),4º trimestre 2020,Homens,0.0
Macapá (AP),4º trimestre 2020,Mulheres,0.0
Macapá (AP),1º trimestre 2021,Homens,0.0
Macapá (AP),1º trimestre 2021,Mulheres,0.0
Macapá (AP),2º trimestre 2021,Homens,0.0
Macapá (AP),2º trimestre 2021,Mulheres,0.0
Macapá (AP),3º trimestre 2021,Homens,0.0
Macapá (AP),3º trimestre 2021,Mulheres,0.0
Macapá (AP),4º trimestre 2021,Homens,0.0
Macapá (AP),4º trimestre 2021,Mulheres,0.0
Macapá (AP),1º trimestre 2022,Homens,0.0
Macapá (AP),1º trimestre 2022,Mulheres,0.0
Macapá (AP),2º trimestre 2022,Homens,199.0
Macapá (AP),2º trimestre 2022,Mulheres,216.0
Macapá (AP),3º trimestre 2022,Homens,201.0
Macapá (AP),3º trimestre 2022,Mulheres,215.0
Macapá (AP),4º trimestre 2022,Homens,204.0
Macapá (AP),4º trimestre 2022,Mulheres,217.0
Macapá (AP),1º trimestre 2023,Homens,210.0
Macapá (AP),1º trimestre 2023,Mulheres,216.0
Macapá (AP),2º trimestre 2023,Homens,209.0
Macapá (AP),2º trimestre 2023,Mulheres,222.0
Macapá (AP),3º trimestre 2023,Homens,207.0
Macapá (AP),3º trimestre 2023,Mulheres,226.0
Macapá (AP),4º trimestre 2023,Homens,210.0
Macapá (AP),4º trimestre 2023,Mulheres,227.0
Macapá (AP),1º trimestre 2024,Homens,210.0
Macapá (AP),1º trimestre 2024,Mulheres,225.0
Macapá (AP),2º trimestre 2024,Homens,211.0
Macapá (AP),2º trimestre 2024,Mulheres,223.0
Macapá (AP),3º trimestre 2024,Homens,209.0
Macapá (AP),3º trimestre 2024,Mulheres,221.0
Macapá (AP),4º trimestre 2024,Homens,207.0
Macapá (AP),4º trimestre 2024,Mulheres,219.0
Palmas (TO),1º trimestre 2012,Homens,94.0
Palmas (TO),1º trimestre 2012,Mulheres,90.0
Palmas (TO),2º trimestre 2012,Homens,95.0
Palmas (TO),2º trimestre 2012,Mulheres,96.0
Palmas (TO),3º trimestre 2012,Homens,93.0
Palmas (TO),3º trimestre 2012,Mulheres,95.0
Palmas (TO),4º trimestre 2012,Homens,96.0
Palmas (TO),4º trimestre 2012,Mulheres,94.0
Palmas (TO),1º trimestre 2013,Homens,95.0
Palmas (TO),1º trimestre 2013,Mulheres,96.0
Palmas (TO),2º trimestre 2013,Homens,92.0
Palmas (TO),2º trimestre 2013,Mulheres,101.0
Palmas (TO),3º trimestre 2013,Homens,96.0
Palmas (TO),3º trimestre 2013,Mulheres,98.0
Palmas (TO),4º trimestre 2013,Homens,97.0
Palmas (TO),4º trimestre 2013,Mulheres,97.0
Palmas (TO),1º trimestre 2014,Homens,99.0
Palmas (TO),1º trimestre 2014,Mulheres,98.0
Palmas (TO),2º trimestre 2014,Homens,102.0
Palmas (TO),2º trimestre 2014,Mulheres,99.0
Palmas (TO),3º trimestre 2014,Homens,103.0
Palmas (TO),3º trimestre 2014,Mulheres,100.0
Palmas (TO),4º trimestre 2014,Homens,100.0
Palmas (TO),4º trimestre 2014,Mulheres,97.0
Palmas (TO),1º trimestre 2015,Homens,99.0
Palmas (TO),1º trimestre 2015,Mulheres,100.0
Palmas (TO),2º trimestre 2015,Homens,100.0
Palmas (TO),2º trimestre 2015,Mulheres,103.0
Palmas (TO),3º trimestre 2015,Homens,99.0
Palmas (TO),3º trimestre 2015,Mulheres,104.0
Palmas (TO),4º trimestre 2015,Homens,99.0
Palmas (TO),4º trimestre 2015,Mulheres,105.0
Palmas (TO),1º trimestre 2016,Homens,99.0
Palmas (TO),1º trimestre 2016,Mulheres,109.0
Palmas (TO),2º trimestre 2016,Homens,101.0
Palmas (TO),2º trimestre 2016,Mulheres,109.0
Palmas (TO),3º trimestre 2016,Homens,99.0
Palmas (TO),3º trimestre 2016,Mulheres,107.0
Palmas (TO),4º trimestre 2016,Homens,102.0
Palmas (TO),4º trimestre 2016,Mulheres,107.0
Palmas (TO),1º trimestre 2017,Homens,105.0
Palmas (TO),1º trimestre 2017,Mulheres,110.0
Palmas (TO),2º trimestre 2017,Homens,107.0
Palmas (TO),2º trimestre 2017,Mulheres,113.0
Palmas (TO),3º trimestre 2017,Homens,110.0
Palmas (TO),3º trimestre 2017,Mulheres,114.0
Palmas (TO),4º trimestre 2017,Homens,110.0
Palmas (TO),4º trimestre 2017,Mulheres,116.0
Palmas (TO),1º trimestre 2018,Homens,110.0
Palmas (TO),1º trimestre 2018,Mulheres,115.0
Palmas (TO),2º trimestre 2018,Homens,112.0
Palmas (TO),2º trimestre 2018,Mulheres,115.0
Palmas (TO),3º trimestre 2018,Homens,110.0
Palmas (TO),3º trimestre 2018,Mulheres,114.0
Palmas (TO),4º trimestre 2018,Homens,111.0
Palmas (TO),4º trimestre 2018,Mulheres,112.0
Palmas (TO),1º trimestre 2019,Homens,110.0
Palmas (TO),1º trimestre 2019,Mulheres,113.0
Palmas (TO),2º trimestre 2019,Homens,114.0
Palmas (TO),2º trimestre 2019,Mulheres,114.0
Palmas (TO),3º trimestre 2019,Homens,114.0
Palmas (TO),3º trimestre 2019,Mulheres,117.0
Palmas (TO),4º trimestre 2019,Homens,115.0
Palmas (TO),4º trimestre 2019,Mulheres,121.0
Palmas (TO),1º trimestre 2020,Homens,118.0
Palmas (TO),1º trimestre 2020,Mulheres,121.0
Palmas (TO),2º trimestre 2020,Homens,0.0
Palmas (TO),2º trimestre 2020,Mulheres,0.0
Palmas (TO),3º trimestre 2020,Homens,0.0
Palmas (TO),3º trimestre 2020,Mulheres,0.0
Palmas (TO),4º trimestre 2020,Homens,0.0
Palmas (TO),4º trimestre 2020,Mulheres,0.0
Palmas (TO),1º trimestre 2021,Homens,0.0
Palmas (TO),1º trimestre 2021,Mulheres,0.0
Palmas (TO),2º trimestre 2021,Homens,0.0
Palmas (TO),2º trimestre 2021,Mulheres,0.0
Palmas (TO),3º trimestre 2021,Homens,0.0
Palmas (TO),3º trimestre 2021,Mulheres,0.0
Palmas (TO),4º trimestre 2021,Homens,0.0
Palmas (TO),4º trimestre 2021,Mulheres,0.0
Palmas (TO),1º trimestre 2022,Homens,0.0
Palmas (TO),1º trimestre 2022,Mulheres,0.0
Palmas (TO),2º trimestre 2022,Homens,134.0
Palmas (TO),2º trimestre 2022,Mulheres,125.0
Palmas (TO),3º trimestre 2022,Homens,128.0
Palmas (TO),3º trimestre 2022,Mulheres,127.0
Palmas (TO),4º trimestre 2022,Homens,128.0
Palmas (TO),4º trimestre 2022,Mulheres,130.0
Palmas (TO),1º trimestre 2023,Homens,125.0
Palmas (TO),1º trimestre 2023,Mulheres,130.0
Palmas (TO),2º trimestre 2023,Homens,126.0
Palmas (TO),2º trimestre 2023,Mulheres,132.0
Palmas (TO),3º trimestre 2023,Homens,127.0
Palmas (TO),3º trimestre 2023,Mulheres,132.0
Palmas (TO),4º trimestre 2023,Homens,131.0
Palmas (TO),4º trimestre 2023,Mulheres,133.0
Palmas (TO),1º trimestre 2024,Homens,135.0
Palmas (TO),1º trimestre 2024,Mulheres,137.0
Palmas (TO),2º trimestre 2024,Homens,138.0
Palmas (TO),2º trimestre 2024,Mulheres,137.0
Palmas (TO),3º trimestre 2024,Homens,145.0
Palmas (TO),3º trimestre 2024,Mulheres,134.0
Palmas (TO),4º trimestre 2024,Homens,143.0
Palmas (TO),4º trimestre 2024,Mulheres,137.0
São Luís (MA),1º trimestre 2012,Homens,378.0
São Luís (MA),1º trimestre 2012,Mulheres,445.0
São Luís (MA),2º trimestre 2012,Homens,386.0
São Luís (MA),2º trimestre 2012,Mulheres,451.0
São Luís (MA),3º trimestre 2012,Homens,391.0
São Luís (MA),3º trimestre 2012,Mulheres,449.0
São Luís (MA),4º trimestre 2012,Homens,388.0
São Luís (MA),4º trimestre 2012,Mulheres,451.0
São Luís (MA),1º trimestre 2013,Homens,383.0
São Luís (MA),1º trimestre 2013,Mulheres,449.0
São Luís (MA),2º trimestre 2013,Homens,379.0
São Luís (MA),2º trimestre 2013,Mulheres,458.0
São Luís (MA),3º trimestre 2013,Homens,383.0
São Luís (MA),3º trimestre 2013,Mulheres,455.0
São Luís (MA),4º trimestre 2013,Homens,383.0
São Luís (MA),4º trimestre 2013,Mulheres,454.0
São Luís (MA),1º trimestre 2014,Homens,389.0
São Luís (MA),1º trimestre 2014,Mulheres,460.0
São Luís (MA),2º trimestre 2014,Homens,392.0
São Luís (MA),2º trimestre 2014,Mulheres,455.0
São Luís (MA),3º trimestre 2014,Homens,389.0
São Luís (MA),3º trimestre 2014,Mulheres,455.0
São Luís (MA),4º trimestre 2014,Homens,390.0
São Luís (MA),4º trimestre 2014,Mulheres,454.0
São Luís (MA),1º trimestre 2015,Homens,402.0
São Luís (MA),1º trimestre 2015,Mulheres,449.0
São Luís (MA),2º trimestre 2015,Homens,382.0
São Luís (MA),2º trimestre 2015,Mulheres,463.0
São Luís (MA),3º trimestre 2015,Homens,388.0
São Luís (MA),3º trimestre 2015,Mulheres,465.0
São Luís (MA),4º trimestre 2015,Homens,403.0
São Luís (MA),4º trimestre 2015,Mulheres,459.0
São Luís (MA),1º trimestre 2016,Homens,390.0
São Luís (MA),1º trimestre 2016,Mulheres,468.0
São Luís (MA),2º trimestre 2016,Homens,399.0
São Luís (MA),2º trimestre 2016,Mulheres,459.0
São Luís (MA),3º trimestre 2016,Homens,406.0
São Luís (MA),3º trimestre 2016,Mulheres,459.0
São Luís (MA),4º trimestre 2016,Homens,411.0
São Luís (MA),4º trimestre 2016,Mulheres,457.0
São Luís (MA),1º trimestre 2017,Homens,404.0
São Luís (MA),1º trimestre 2017,Mulheres,459.0
São Luís (MA),2º trimestre 2017,Homens,409.0
São Luís (MA),2º trimestre 2017,Mulheres,459.0
São Luís (MA),3º trimestre 2017,Homens,400.0
São Luís (MA),3º trimestre 2017,Mulheres,466.0
São Luís (MA),4º trimestre 2017,Homens,399.0
São Luís (MA),4º trimestre 2017,Mulheres,471.0
São Luís (MA),1º trimestre 2018,Homens,396.0
São Luís (MA),1º trimestre 2018,Mulheres,478.0
São Luís (MA),2º trimestre 2018,Homens,405.0
São Luís (MA),2º trimestre 2018,Mulheres,475.0
São Luís (MA),3º trimestre 2018,Homens,407.0
São Luís (MA),3º trimestre 2018,Mulheres,472.0
São Luís (MA),4º trimestre 2018,Homens,405.0
São Luís (MA),4º trimestre 2018,Mulheres,486.0
São Luís (MA),1º trimestre 2019,Homens,410.0
São Luís (MA),1º trimestre 2019,Mulheres,475.0
São Luís (MA),2º trimestre 2019,Homens,413.0
São Luís (MA),2º trimestre 2019,Mulheres,473.0
São Luís (MA),3º trimestre 2019,Homens,411.0
São Luís (MA),3º trimestre 2019,Mulheres,473.0
São Luís (MA),4º trimestre 2019,Homens,414.0
São Luís (MA),4º trimestre 2019,Mulheres,470.0
São Luís (MA),1º trimestre 2020,Homens,420.0
São Luís (MA),1º trimestre 2020,Mulheres,464.0
São Luís (MA),2º trimestre 2020,Homens,0.0
São Luís (MA),2º trimestre 2020,Mulheres,0.0
São Luís (MA),3º trimestre 2020,Homens,0.0
São Luís (MA),3º trimestre 2020,Mulheres,0.0
São Luís (MA),4º trimestre 2020,Homens,0.0
São Luís (MA),4º trimestre 2020,Mulheres,0.0
São Luís (MA),1º trimestre 2021,Homens,0.0
São Luís (MA),1º trimestre 2021,Mulheres,0.0
São Luís (MA),2º trimestre 2021,Homens,0.0
São Luís (MA),2º trimestre 2021,Mulheres,0.0
São Luís (MA),3º trimestre 2021,Homens,0.0
São Luís (MA),3º trimestre 2021,Mulheres,0.0
São Luís (MA),4º trimestre 2021,Homens,0.0
São Luís (MA),4º trimestre 2021,Mulheres,0.0
São Luís (MA),1º trimestre 2022,Homens,0.0
São Luís (MA),1º trimestre 2022,Mulheres,0.0
São Luís (MA),2º trimestre 2022,Homens,417.0
São Luís (MA),2º trimestre 2022,Mulheres,510.0
São Luís (MA),3º trimestre 2022,Homens,427.0
São Luís (MA),3º trimestre 2022,Mulheres,503.0
São Luís (MA),4º trimestre 2022,Homens,434.0
São Luís (MA),4º trimestre 2022,Mulheres,502.0
São Luís (MA),1º trimestre 2023,Homens,446.0
São Luís (MA),1º trimestre 2023,Mulheres,501.0
São Luís (MA),2º trimestre 2023,Homens,434.0
São Luís (MA),2º trimestre 2023,Mulheres,498.0
São Luís (MA),3º trimestre 2023,Homens,440.0
São Luís (MA),3º trimestre 2023,Mulheres,494.0
São Luís (MA),4º trimestre 2023,Homens,439.0
São Luís (MA),4º trimestre 2023,Mulheres,504.0
São Luís (MA),1º trimestre 2024,Homens,418.0
São Luís (MA),1º trimestre 2024,Mulheres,511.0
São Luís (MA),2º trimestre 2024,Homens,429.0
São Luís (MA),2º trimestre 2024,Mulheres,510.0
São Luís (MA),3º trimestre 2024,Homens,420.0
São Luís (MA),3º trimestre 2024,Mulheres,509.0
São Luís (MA),4º trimestre 2024,Homens,430.0
São Luís (MA),4º trimestre 2024,Mulheres,502.0
Teresina (PI),1º trimestre 2012,Homens,298.0
Teresina (PI),1º trimestre 2012,Mulheres,353.0
Teresina (PI),2º trimestre 2012,Homens,304.0
Teresina (PI),2º trimestre 2012,Mulheres,355.0
Teresina (PI),3º trimestre 2012,Homens,306.0
Teresina (PI),3º trimestre 2012,Mulheres,351.0
Teresina (PI),4º trimestre 2012,Homens,301.0
Teresina (PI),4º trimestre 2012,Mulheres,353.0
Teresina (PI),1º trimestre 2013,Homens,305.0
Teresina (PI),1º trimestre 2013,Mulheres,357.0
Teresina (PI),2º trimestre 2013,Homens,309.0
Teresina (PI),2º trimestre 2013,Mulheres,357.0
Teresina (PI),3º trimestre 2013,Homens,307.0
Teresina (PI),3º trimestre 2013,Mulheres,359.0
Teresina (PI),4º trimestre 2013,Homens,313.0
Teresina (PI),4º trimestre 2013,Mulheres,354.0
Teresina (PI),1º trimestre 2014,Homens,317.0
Teresina (PI),1º trimestre 2014,Mulheres,350.0
Teresina (PI),2º trimestre 2014,Homens,312.0
Teresina (PI),2º trimestre 2014,Mulheres,347.0
Teresina (PI),3º trimestre 2014,Homens,315.0
Teresina (PI),3º trimestre 2014,Mulheres,343.0
Teresina (PI),4º trimestre 2014,Homens,313.0
Teresina (PI),4º trimestre 2014,Mulheres,346.0
Teresina (PI),1º trimestre 2015,Homens,309.0
Teresina (PI),1º trimestre 2015,Mulheres,344.0
Teresina (PI),2º trimestre 2015,Homens,307.0
Teresina (PI),2º trimestre 2015,Mulheres,349.0
Teresina (PI),3º trimestre 2015,Homens,308.0
Teresina (PI),3º trimestre 2015,Mulheres,353.0
Teresina (PI),4º trimestre 2015,Homens,310.0
Teresina (PI),4º trimestre 2015,Mulheres,361.0
Teresina (PI),1º trimestre 2016,Homens,317.0
Teresina (PI),1º trimestre 2016,Mulheres,355.0
Teresina (PI),2º trimestre 2016,Homens,319.0
Teresina (PI),2º trimestre 2016,Mulheres,358.0
Teresina (PI),3º trimestre 2016,Homens,325.0
Teresina (PI),3º trimestre 2016,Mulheres,362.0
Teresina (PI),4º trimestre 2016,Homens,322.0
Teresina (PI),4º trimestre 2016,Mulheres,364.0
Teresina (PI),1º trimestre 2017,Homens,323.0
Teresina (PI),1º trimestre 2017,Mulheres,357.0
Teresina (PI),2º trimestre 2017,Homens,325.0
Teresina (PI),2º trimestre 2017,Mulheres,362.0
Teresina (PI),3º trimestre 2017,Homens,328.0
Teresina (PI),3º trimestre 2017,Mulheres,359.0
Teresina (PI),4º trimestre 2017,Homens,328.0
Teresina (PI),4º trimestre 2017,Mulheres,365.0
Teresina (PI),1º trimestre 2018,Homens,329.0
Teresina (PI),1º trimestre 2018,Mulheres,367.0
Teresina (PI),2º trimestre 2018,Homens,333.0
Teresina (PI),2º trimestre 2018,Mulheres,366.0
Teresina (PI),3º trimestre 2018,Homens,328.0
Teresina (PI),3º trimestre 2018,Mulheres,362.0
Teresina (PI),4º trimestre 2018,Homens,325.0
Teresina (PI),4º trimestre 2018,Mulheres,363.0
Teresina (PI),1º trimestre 2019,Homens,320.0
Teresina (PI),1º trimestre 2019,Mulheres,365.0
Teresina (PI),2º trimestre 2019,Homens,316.0
Teresina (PI),2º trimestre 2019,Mulheres,373.0
Teresina (PI),3º trimestre 2019,Homens,319.0
Teresina (PI),3º trimestre 2019,Mulheres,381.0
Teresina (PI),4º trimestre 2019,Homens,331.0
Teresina (PI),4º trimestre 2019,Mulheres,380.0
Teresina (PI),1º trimestre 2020,Homens,309.0
Teresina (PI),1º trimestre 2020,Mulheres,383.0
Teresina (PI),2º trimestre 2020,Homens,0.0
Teresina (PI),2º trimestre 2020,Mulheres,0.0
Teresina (PI),3º trimestre 2020,Homens,0.0
Teresina (PI),3º trimestre 2020,Mulheres,0.0
Teresina (PI),4º trimestre 2020,Homens,0.0
Teresina (PI),4º trimestre 2020,Mulheres,0.0
Teresina (PI),1º trimestre 2021,Homens,0.0
Teresina (PI),1º trimestre 2021,Mulheres,0.0
Teresina (PI),2º trimestre 2021,Homens,0.0
Teresina (PI),2º trimestre 2021,Mulheres,0.0
Teresina (PI),3º trimestre 2021,Homens,0.0
Teresina (PI),3º trimestre 2021,Mulheres,0.0
Teresina (PI),4º trimestre 2021,Homens,0.0
Teresina (PI),4º trimestre 2021,Mulheres,0.0
Teresina (PI),1º trimestre 2022,Homens,0.0
Teresina (PI),1º trimestre 2022,Mulheres,0.0
Teresina (PI),2º trimestre 2022,Homens,332.0
Teresina (PI),2º trimestre 2022,Mulheres,384.0
Teresina (PI),3º trimestre 2022,Homens,330.0
Teresina (PI),3º trimestre 2022,Mulheres,399.0
Teresina (PI),4º trimestre 2022,Homens,326.0
Teresina (PI),4º trimestre 2022,Mulheres,400.0
Teresina (PI),1º trimestre 2023,Homens,328.0
Teresina (PI),1º trimestre 2023,Mulheres,394.0
Teresina (PI),2º trimestre 2023,Homens,330.0
Teresina (PI),2º trimestre 2023,Mulheres,389.0
Teresina (PI),3º trimestre 2023,Homens,332.0
Teresina (PI),3º trimestre 2023,Mulheres,393.0
Teresina (PI),4º trimestre 2023,Homens,331.0
Teresina (PI),4º trimestre 2023,Mulheres,398.0
Teresina (PI),1º trimestre 2024,Homens,331.0
Teresina (PI),1º trimestre 2024,Mulheres,392.0
Teresina (PI),2º trimestre 2024,Homens,324.0
Teresina (PI),2º trimestre 2024,Mulheres,391.0
Teresina (PI),3º trimestre 2024,Homens,320.0
Teresina (PI),3º trimestre 2024,Mulheres,397.0
Teresina (PI),4º trimestre 2024,Homens,319.0
Teresina (PI),4º trimestre 2024,Mulheres,394.0
Fortaleza (CE),1º trimestre 2012,Homens,926.0
Fortaleza (CE),1º trimestre 2012,Mulheres,1094.0
Fortaleza (CE),2º trimestre 2012,Homens,916.0
Fortaleza (CE),2º trimestre 2012,Mulheres,1096.0
Fortaleza (CE),3º trimestre 2012,Homens,926.0
Fortaleza (CE),3º trimestre 2012,Mulheres,1084.0
Fortaleza (CE),4º trimestre 2012,Homens,934.0
Fortaleza (CE),4º trimestre 2012,Mulheres,1089.0
Fortaleza (CE),1º trimestre 2013,Homens,941.0
Fortaleza (CE),1º trimestre 2013,Mulheres,1092.0
Fortaleza (CE),2º trimestre 2013,Homens,941.0
Fortaleza (CE),2º trimestre 2013,Mulheres,1094.0
Fortaleza (CE),3º trimestre 2013,Homens,954.0
Fortaleza (CE),3º trimestre 2013,Mulheres,1099.0
Fortaleza (CE),4º trimestre 2013,Homens,963.0
Fortaleza (CE),4º trimestre 2013,Mulheres,1113.0
Fortaleza (CE),1º trimestre 2014,Homens,974.0
Fortaleza (CE),1º trimestre 2014,Mulheres,1095.0
Fortaleza (CE),2º trimestre 2014,Homens,969.0
Fortaleza (CE),2º trimestre 2014,Mulheres,1105.0
Fortaleza (CE),3º trimestre 2014,Homens,969.0
Fortaleza (CE),3º trimestre 2014,Mulheres,1111.0
Fortaleza (CE),4º trimestre 2014,Homens,956.0
Fortaleza (CE),4º trimestre 2014,Mulheres,1118.0
Fortaleza (CE),1º trimestre 2015,Homens,947.0
Fortaleza (CE),1º trimestre 2015,Mulheres,1123.0
Fortaleza (CE),2º trimestre 2015,Homens,957.0
Fortaleza (CE),2º trimestre 2015,Mulheres,1121.0
Fortaleza (CE),3º trimestre 2015,Homens,949.0
Fortaleza (CE),3º trimestre 2015,Mulheres,1124.0
Fortaleza (CE),4º trimestre 2015,Homens,946.0
Fortaleza (CE),4º trimestre 2015,Mulheres,1127.0
Fortaleza (CE),1º trimestre 2016,Homens,966.0
Fortaleza (CE),1º trimestre 2016,Mulheres,1127.0
Fortaleza (CE),2º trimestre 2016,Homens,966.0
Fortaleza (CE),2º trimestre 2016,Mulheres,1130.0
Fortaleza (CE),3º trimestre 2016,Homens,975.0
Fortaleza (CE),3º trimestre 2016,Mulheres,1131.0
Fortaleza (CE),4º trimestre 2016,Homens,964.0
Fortaleza (CE),4º trimestre 2016,Mulheres,1143.0
Fortaleza (CE),1º trimestre 2017,Homens,975.0
Fortaleza (CE),1º trimestre 2017,Mulheres,1141.0
Fortaleza (CE),2º trimestre 2017,Homens,991.0
Fortaleza (CE),2º trimestre 2017,Mulheres,1134.0
Fortaleza (CE),3º trimestre 2017,Homens,1014.0
Fortaleza (CE),3º trimestre 2017,Mulheres,1122.0
Fortaleza (CE),4º trimestre 2017,Homens,1014.0
Fortaleza (CE),4º trimestre 2017,Mulheres,1122.0
Fortaleza (CE),1º trimestre 2018,Homens,1030.0
Fortaleza (CE),1º trimestre 2018,Mulheres,1102.0
Fortaleza (CE),2º trimestre 2018,Homens,1026.0
Fortaleza (CE),2º trimestre 2018,Mulheres,1132.0
Fortaleza (CE),3º trimestre 2018,Homens,1031.0
Fortaleza (CE),3º trimestre 2018,Mulheres,1145.0
Fortaleza (CE),4º trimestre 2018,Homens,1043.0
Fortaleza (CE),4º trimestre 2018,Mulheres,1156.0
Fortaleza (CE),1º trimestre 2019,Homens,1004.0
Fortaleza (CE),1º trimestre 2019,Mulheres,1178.0
Fortaleza (CE),2º trimestre 2019,Homens,1019.0
Fortaleza (CE),2º trimestre 2019,Mulheres,1142.0
Fortaleza (CE),3º trimestre 2019,Homens,1021.0
Fortaleza (CE),3º trimestre 2019,Mulheres,1147.0
Fortaleza (CE),4º trimestre 2019,Homens,1029.0
Fortaleza (CE),4º trimestre 2019,Mulheres,1159.0
Fortaleza (CE),1º trimestre 2020,Homens,1024.0
Fortaleza (CE),1º trimestre 2020,Mulheres,1156.0
Fortaleza (CE),2º trimestre 2020,Homens,0.0
Fortaleza (CE),2º trimestre 2020,Mulheres,0.0
Fortaleza (CE),3º trimestre 2020,Homens,0.0
Fortaleza (CE),3º trimestre 2020,Mulheres,0.0
Fortaleza (CE),4º trimestre 2020,Homens,0.0
